,required_skills,job_title
14740,"physics, matlab, python",data scientist
14744,"gis, esri, sql, postgres",data scientist
14746,"python, physics, java, linux, windows, software",software engineer
14747,"security, artificial intelligence, python, sql, java, bash, unix, gis",data scientist
14750,"software, it, application, asp, isp, surveillance, systems, oracle",software engineer
14752,"environmental, python, sql",data scientist
14753,"software, application, development, engineers, security, java, python, web, network, it, unisys",software engineer
14804,"python, matlab, c++",data scientist
14821,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide",java developer
14827,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide, security",java developer
14850,epic,data scientist
14851,"business intelligence, analytics, business objects, can, com, clarity, crystal reports, dashboard, data warehouse, database, epic, health care, it management, kpi, active directory, leadership, mentorship, microsoft sql server, microsoft ssas, microsoft ssis, microsoft ssrs, olap, oracle, presentations, project management, qa, software, transact, sql",data scientist
14854,"software, epic, qa, asp, .net, web, api, javascript, sql",software engineer
14871,"spark, python, scala, bigdata, emr, talend",data scientist
14885,"sql, hadoop, pyspark, sqoop, hbase, amazon web services, emr, python, apache hadoop, apache spark, cloud, java, kafka",data scientist
14936,"etl, python, hadoop, spark, python, hadoop, spark",software engineer
14939,"api, java, sql, web, python, development, management",software engineer
14979,database design,data scientist
14980,"collaboration, innovation, integration",data scientist
14990,"epic, system, software, development, interface, networks, it",software engineer
15006,"hipaa, ards",data scientist
15007,dna,data scientist
15031,"act, agile, analytics, architecture, budget, business administration, can, communication",data scientist
15040,"software, development, systems, oracle, sql, database, business objects",software engineer
15048,"python, flask, rest api, azure, agile methodology",software engineer
15051,"api, analytics, architecture, compliance, computer science, data integration, enterprise software, health care, human resources, business development, communication",data scientist
15065,"java, sms, development, management",software engineer
15066,"java, sms, development, management, it",software engineer
15081,"java, golang, python",software engineer
15083,"java, springboot, lambda, emr, ci, cd, devops",java developer
15257,"power bi, sql, python, r, hadoop, spark, databricks",data scientist
15500,"software, lifecycle, management, python, sql, linux",software engineer
15649,"java, springboot, restful, webservices, microservices, spark, scala, hadoop",java developer
15694,"c#, roid, c#, roid, xamarin",software engineer
15695,"java, c++, go, golang, software development",software engineer
15758,"java, micro services",java developer
15775,"java, it, consult, sql, pl, sql, web, oracle, systems, cio",java developer
15793,"software, development, architecture, it, windows, linux",software engineer
15795,"security, cne, software, it",data scientist
15797,"wireless, scientific, it",data scientist
15800,"scientific, it",data scientist
15812,"software, cms, fda, cio, it, crm",software engineer
15825,"sei, software, java, python, systems",software engineer
15829,sei,data scientist
15834,"software, architect, sdlc, analytical, java, javascript",software engineer
15837,"software, intern",software engineer
15838,"python, javascript, software, development, metrics, qa, cto",software engineer
15839,"python, javascript, software, qa, cto",software engineer
15840,"software, java",software engineer
15841,"software, java, python, management",software engineer
15842,"software, mysql, javascript, soap",software engineer
15843,"software, teradata, java, sql, security",software engineer
15844,"software, java, python, html, sql, web, http, api",software engineer
15845,"systems, software, management, scripts",software engineer
15846,"java, architecture, management",software engineer
15848,"development, web, sdlc, java, javascript",software engineer
15849,"embedded, linux, systems, scripts",software engineer
15850,"revision control, software, software development, web development, mobile applications, .net, c#, git, javascript, microsoft sql server, nice, react.js, san",software engineer
15851,"python, django, javascript, react, reactjs, python, django, javascript, react, reactjs, react.js",software engineer
15852,"e, commerce",software engineer
15853,"java, tcp, ip, c, c++ , java, tcp, ip, c, c++",software engineer
15888,"agile, architecture, business intelligence, continuous integration, microsoft windows azure, python, azure, databricks",data scientist
15908,"network, python",software engineer
15934,"security, xml, cio, python, bash, systems, powerpoint, software",data scientist
15935,"architect, security, it, cio, management, data architecture, systems, architecture, uml, analysis",data scientist
15959,"c, c++",software engineer
15961,"sql, support",software engineer
15965,"software, python, development, java, javascript, linux, unix, sql",software engineer
16101,"artificial intelligence, automation, c, c#, client, server, computer science, devops, microservices, mobile applications, plm, product management, qa, soa, software, software architecture, system integration, ui, web applications",software engineer
16282,"active directory, amazon web services, architecture, automation, backup, can, cisco, cloud, data centers, disaster recovery, gpo, v, it infrastructure, identity management, infrastructure, microsoft windows azure, microsoft windows server, microsoft technologies, migration, netapp, okta, operating systems, policies, recovery, sap basis, security, software deployment, storage, upgrades, vmware, virtualization",data scientist
16283,"technician, cisco, it, adobe, database",data scientist
16287,"it, ethernet, outlook, excel, systems",data scientist
16288,"technician, systems, management, excel, it, software",data scientist
16292,data centers,data scientist
16294,"it, technician, network",data scientist
16296,"arista, linux",data scientist
16299,ip,data scientist
16330,device drivers,software engineer
16454,"json, db2, git, websphere, middleware, computer science, html, servlets, jpa, deployment, ajax, maven, mysql, software development, tomcat, postgresql, jms, communication",java developer
16455,"roid development, business requirements, configuration, integration, functional requirements, software development",software engineer
16460,"salesforce, apex, bitbucket, business requirements, computer science, salesforce.com, software development, it, jira, sdlc, software",software engineer
16497,"aws, node.js, react, javascript",software engineer
16514,"software, foundation, management, development, architecture, security, application, windows, applications, web, api, asp, net, hub",software engineer
16528,cass,java developer
16532,"java, angular",java developer
16641,"php, python, javascript, go, api, python, javascript, go, api",software engineer
16739,"asp, java, oop, xml, html, oracle, sql",software engineer
16746,"java, microservices, linux, unix, multi, web services, soa, java, microservices, linux, unix, multi, web services, soa, xsd",java developer
16955,".net, api, analytics, automation, best practices, bootstrap, business analysis, css, computer science, continuous integration, data integration, data structure, database design, design patterns, django, documentation, education, flask, framework, functional requirements, git, html, it, it operations, implementation, insurance, integration, json, java, javascript, operations, python, qa, restful, react.js, sql, saas, software, software configuration, software deployment, software design, software development, specification, supervision, system integration, systems design, technical support, web services",software engineer
16991,data steward,data scientist
16993,"systems, python, networks, apache, sql, database, matlab",data scientist
16995,"java, web, javascript, xml",software engineer
16998,"systems, physics, python, sql, security",data scientist
17009,"data analytics, business intelligence, bi, ssis, ssas, ssrs, microsoft, sql server, tableau, .net, c#, power bi, redshift, cloud",data scientist
17084,"software, crm, javascript, asp, ado, html, xml, web, erp, system, application, development, validation, it, engineers, qa, systems, network, security, business intelligence, ux",software engineer
17107,"exchange, sql, python, javascript, software",software engineer
17129,"systems, it, java, j2ee, web, jsp, jdbc, soap, apache, uml, sql, micro",java developer
17209,"computer science, design, develop, development, documentation, graphics, hardware, implementation, infrastructure, maintece, mobile",software engineer
17235,"mdm, data migration, sd, sap hana, microsoft excel, can",data scientist
17236,"data migration, etl, sql, microservices, devops",data scientist
17237,"sharepoint, o365, data migration",data scientist
17238,"architect, systems, sql, simulation",data scientist
17239,"cis, computer science, data migration, information systems, sql, architecture, migration, emr, etl, management information systems",data scientist
17240,"etl, sql, sql server, sql, sql server, data migration",data scientist
17241,"python, bom, business requirements, cad, change management, communication",data scientist
17243,"etl, informatica, hadoop, oracle, pl, sql, sql, data migration, data integration, java, automation, db2, mongodb",data scientist
17244,"active directory, business partnership, can, communication",data scientist
17245,"sql, api",data scientist
17246,"sql, t, sql, etl",data scientist
17247,"microsoft ssis, migration, retail, database, data migration, documentation, microsoft windows azure",data scientist
17249,"data migration, gcp, hadoop, spark, hive, kafka, rabbitmq, sql, etl, java, python",data scientist
17250,"active directory, can, leadership, microsoft excel, microsoft sql server, migration, nice, communication",data scientist
17251,microservices,data scientist
17274,project management,data scientist
17283,".net, c#, cis, crm, communication",software engineer
17288,"relational database, sql, program management, jpa, java, jenkins, git, confluence, jira, project management, bitbucket, xml, security clearance, software development, microsoft visio",software engineer
17289,"security clearance, software development, jpa, microsoft visio, jenkins, ms office, program management, bitbucket, xml, git, java, sql, confluence, jira",software engineer
17291,"software, system, java, j2ee, xml, dom, windows, pl, sql, ada, excel, powerpoint",software engineer
17294,"h, s, on",software engineer
17296,"systems, software, engineers, java, development, linux, python, perl, security, ide",software engineer
17297,"systems, software, engineers, development, security, java, linux, apache, oracle",software engineer
17298,"automotive, software, development, javascript, mysql, sql",software engineer
17299,"automotive, software, engineers, java, asp, .net, web, database, oracle, api",software engineer
17300,"automotive, management, ims, software, engineers, asp, .net, web, database, oracle, api",software engineer
17301,"automotive, software, engineers, oracle, pl, sql, api",software engineer
17302,"automotive, software, engineers, db2, mysql, oop",software engineer
17306,"adaptability, cloud, python, software development, software design, systems design, java",software engineer
17309,"systems, software, engineers, development, java, linux, security, apache, oracle",software engineer
17311,"software, systems, test, java, linux",software engineer
17312,"automotive, software, engineers, java, asp, .net, web, oracle, api",software engineer
17313,"automotive, software, management, development, application, html, javascript, sql",software engineer
17477,"apache hadoop, apache kafka, big data, communication",java developer
17487,"software, java, engineers, api",software engineer
17516,"microsoft, windows server, virtualization, active directory",data scientist
17517,"system, matlab, python, systems, java, application, materials, applications, library",data scientist
17520,"data centers, technician, microsoft word, microsoft outlook",data scientist
17521,"data centers, firewall, hardware, microsoft windows, switches, operating systems, routers",data scientist
17522,"security, management, it, systems, disaster recovery, system, windows, mcse, ccnp",data scientist
17529,"audio, video",data scientist
17539,"api, apache, python",software engineer
17772,"sip, telecom",software engineer
17775,"telecom, bss, etl, data quality, data science, bss, oss, azure",data scientist
17986,"salesforce, sfdc, scala, aws",java developer
17989,c,software engineer
17990,"tcp, ip, java, c++, perl, ruby, iot, aws, ip, java, c++, perl, ruby, iot, aws",software engineer
17992,"java, j2ee, hibernate, openstack, vmware, postgres, kubernetes, git, ooad",java developer
18018,"consult, software, javascript, development, apache",software engineer
18019,"automotive, software, management, ims, engineers, asp, .net, web, database, oracle, api, sql, qa",software engineer
18020,"software, engineers, sql, automotive",software engineer
18021,"automotive, software, engineers, web, java, consult, development, sdlc, python, api, qa",software engineer
18022,"security, software, java, linux, rf, python, ide, protocol, matlab",software engineer
18023,"automotive, software, engineers, python, oracle, api, web",software engineer
18024,"automotive, software, management, development, application, system, api, .net, sql, python",software engineer
18025,"automotive, software, crm, management, html, javascript, sql",software engineer
18026,"application, windows, performance, analysis, javascript, linux, software",software engineer
18027,"automotive, software, management, development, application, html, javascript, php, python",software engineer
18028,"amazon web services, business acumen, communication",software engineer
18031,"azure, communication",software engineer
18037,"automotive, it, development, release, linux, web, apache, middleware, tcp, ip, python, bash",software engineer
18042,"engineers, python",software engineer
18043,"management, system, engineers",software engineer
18044,"surveillance, access, management, systems, application, java, api, micro, oracle, mysql",software engineer
18047,"apache, java, python",software engineer
18048,"linux, unix, sdlc",software engineer
18095,"java, compliance",java developer
18096,"java, test, development, web, database, jdbc, systems, cio, j2ee, uml",java developer
18097,"java, consult, systems, cio, it, j2ee, security",java developer
18098,"java, web, database, jdbc, xml, html, soap, sql, systems, cio",java developer
18099,"java, development, engineers, ip, mysql, sql, uml, linux, python",java developer
18100,"java, development, it, mysql, ansi, management",java developer
18101,"java, it, consult, sql, pl, sql, web, oracle, systems, cio, gps",java developer
18102,"java, systems, cio, javascript, html, xml, oracle, linux, python, bash, perl, security",java developer
18103,"systems, java, it, j2ee, jdbc, soap, websphere, apache, jsp, javascript, uml, sql, api, security, application, performance, management",java developer
18104,"systems, java, it, j2ee, web, jsp, jdbc, soap, sql",java developer
18105,"systems, java, it, j2ee, web, jsp, jdbc, soap, apache, uml, sql, micro",java developer
18106,"java, systems, cio, management, it, sdlc, javascript, xml, ejb, html, soap, web, security",java developer
18107,"java, software, crm, j2ee",java developer
18108,"systems, java, sdlc, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide",java developer
18109,"java, application, software, engineers, systems, cio, c, test, development",java developer
18110,"rest apis, java, spring boot, microservices, react.js, angularjs, github, javascript, sql, ui, cloud, amazon web services, microsoft windows azure, google cloud",java developer
18111,"node.js, restful, json, javascript, test, terraform, amazon web services, automation",java developer
18112,"ux, html, javascript, oracle, mysql, software, linux, sql, assembly, jcl, cics, vsam, apache, automated",java developer
18113,"apache kafka, capital market, java, real, time, sql",java developer
18114,microservices,java developer
18115,"web services, soap, bitbucket, junit, jenkins, healthcare",java developer
18116,"security clearance, secret clearance",java developer
18117,solr,java developer
18118,"java, full stack, development, web services, struts, angular",java developer
18119,"agile, java, springboot, scrum",java developer
18176,"c#, .net, angular js, sql server",software engineer
18301,".net, microsoft sharepoint, microservices, node.js, microsoft sql server, sso, saml",software engineer
18305,".net, sharepoint",software engineer
18348,"software, java, c",software engineer
18373,"ruby, rails, react, postgres, aws , ruby, rails, react, postgres, aws",software engineer
18385,"software, web, development",software engineer
18392,"ruby, mysql, cloud, aws, azure, artificial intelligence, linux, ubuntu, java, ruby, mysql, cloud, aws, azure, artificial intelligence, linux, ubuntu, java, microservices",software engineer
18393,"javascript, html",software engineer
18413,"software, php, development, linux, systems, mysql, javascript, it",software engineer
18454,"automotive, software, engineers, release, system, management, performance, java, javascript, mysql, xml, development",software engineer
18455,"automotive, software, release, java, mysql, apache",software engineer
18456,"software, system, java, python, development, database, materials, release, javascript",software engineer
18458,"software, management, performance, release, java, javascript, api, xml",software engineer
18460,"software, iterative, development, performance, release, java, api, xml, systems, micro, architecture, python",software engineer
18462,"sql, mysql, test, development, release, python, api",software engineer
18499,"c, project management, c, project management, aerospace",software engineer
18500,"medical devices, microcontrollers, c, c++, ood, wifi, medical devices, microcontrollers, c, c++, ood, wifi",software engineer
18528,"java, j2ee, jsp, javascript, html, css, xml, hibernate, sql, eclipse, weblogic, servlets, jdbc, jms, mvc, jpa",java developer
18534,"java, j2ee, pl, sql, jsf, oracle",java developer
18545,toad,software engineer
18698,"database, qlikview, jenkins, sql, qa, tableau",data scientist
18699,"software, engineers, python, nlp, java, it",data scientist
18701,"javascript, development, api, websphere, java, jdbc, database, oracle, db2, mysql, software, engineers, systems, scripts",software engineer
18768,"code, java, sql, linux, shell script, j2ee, web application, restful apis, api, restful",java developer
18769,"springboot, aws, microservices, mongodb",java developer
18776,"software, java, tcp, http, sql",software engineer
18777,"python, software development, git, django, automation, api",software engineer
18779,"c#, .net, .net core, aws, tdd, ci, cd",software engineer
18799,"it, software, test, sql, xml",software engineer
18807,"security, cne, software, application, physics, java, python, linux, windows, analysis, systems, fpga, network, it",data scientist
18809,"scientific, security, cne, software, application, it",data scientist
18810,"security, cne, software, application, it",data scientist
18811,"performance, analysis, systems, system, architecture, development, php, python, mysql, sql, oracle, application, it",data scientist
18812,"software, physics, networks, python, java, mysql, web, soap, html, it",software engineer
18814,sales,data scientist
18815,simulation,data scientist
18816,"nlp, python, s3, sqs, lambda, rds, dynamodb, aws, nosql, sql, mysql, nlp, r, r, statistics, mathematics, computer science, quantitative",data scientist
18817,"ml, algorithms, data analysis, data science, r",data scientist
18818,"amazon web services, apache spark, analytics, data science, framework, python, computer science",data scientist
18821,"azure, data architect",data scientist
18822,nlp,data scientist
18823,"python, spark",data scientist
18824,artificial intelligence,data scientist
18825,architect,data scientist
18860,"medicaid, cobol, mainframe, etl, webmethods",data scientist
18861,"cobol, etl",data scientist
18862,"etl, webmethods, cobol",data scientist
18863,"architect, software, development, sdlc, iterative, web, windows, foundation, architecture, cobol, vb, .net, uml, sql",software engineer
18870,"python, java",software engineer
18871,"apache, java, python, javascript",software engineer
18880,"management, python, sql, oracle, java, sdlc, unix",software engineer
18888,"architecture, test, software, engineers, web, application, html, java, ux, http",software engineer
18902,"c++, java , biology, winforms, wcf, wpf, sql, pl, sql, excel, c++, java , biology, winforms, wcf, wpf, sql, pl, sql, excel",software engineer
18903,"c++ , python",software engineer
18913,"software, it, scientific, excel, outlook, powerpoint",software engineer
18918,"software, python, linux, scientific",software engineer
18922,"software, simulation, systems, security, aerospace, physics, python, matlab, 3d, opengl, system",software engineer
18932,"oracle, it, solaris, software, hardware, computer science",software engineer
18938,"software, javascript, html, it, python, java, lotus, applications, oracle, mysql, sql, linux, development",software engineer
18939,"software, lotus, systems, user interface, sql, security, java",software engineer
18959,"embedded c, node.js, linux",software engineer
18993,"access, security, java, sql, python, database, wsdl, soap",software engineer
18996,"application, security, sdlc",software engineer
18997,"application, security, sdlc",software engineer
19000,"cryptography, c, c++, c, c++, data structures",software engineer
19001,"java, spring boot, hibernate, angular, react, java, spring boot, hibernate, angular, react, jenkins",java developer
19023,"java, microservices, springboot, kafka, nosql, ci, cd, test automation",java developer
19028,"core java, linux, maven, aws, oracle",java developer
19029,core java,java developer
19030,"springboot, java",java developer
19031,"maven, java, project management, rabbitmq, relational database, tomcat, weblogic, user interface design, jsp, sql server, python, angularjs, jira, full stack, sql",java developer
19032,"java, microservices, spring boot, angular",java developer
19033,"angularjs, bitbucket, hibernate, software development, web services, bamboo, java, confluence, javascript, devops, technical, html5, jira, sql",java developer
19034,"j2ee, rest, api, agile",java developer
19035,"j2ee, html, struts, xml",java developer
19036,"java, spring boot, aws, amazon web services, aws, node, nodejs, node.js, javascript, mvc, spring mvc, java, java, aws, node",java developer
19037,"java, websphere, application, html, javascript, jsp, jdbc, web, rational, ide, software, it, unisys",java developer
19038,"java, software, architecture, analysis, gui, security, access, javascript, web, interface, development",java developer
19039,"java, spring framework, hibernate, sql, pl, sql, weblogic, soap, rest, microservices, junit, xml",java developer
19040,"software, visual basic, sql, ux, micro, transact, sql, javascript, oracle",java developer
19047,"software, python, sql, api, ibm",software engineer
19050,"systems, java, j2ee, python, sdlc, perl, javascript, software, network, system, windows, linux, vm",software engineer
19051,"software, development, validation, release, systems, quality, api, it, javascript, sql, html, unix, linux",software engineer
19054,"full stack, automation, devops, python, security",software engineer
19055,"apis, blockchain, golang, java, kubernetes, network protocols, security, apis, blockchain, golang, java, kubernetes, network protocols, security, automation",software engineer
19058,"agile, salesforce, sql, oracle, rest services",software engineer
19059,"automation, c, c#, robotics, interfaces, lan, linux",software engineer
19060,"development, test, qa, linux, vm, javascript, java, c, python, system",software engineer
19061,"applications, ux, java, python, linux, unix",software engineer
19063,"python, bash",software engineer
19064,"angularjs, cloud, html, javascript, nosql, ruby on rails, react.js, software development, software design, software, linux, infrastructure, innovation",software engineer
19065,application,software engineer
19073,"software, system, java, object oriented design",software engineer
19079,"cloud, it, java, c++, python, html5, css3, javascript, ajax, json, agile",software engineer
19080,"software, xslt, release, management, security, xml, oop, web, api, sql, html, asp, .net, ibm, architecture, iis, ssl, it",software engineer
19084,"xamarin, c# , .net, object",software engineer
19088,"engineers, c, sql, database, test, api",software engineer
19089,"c#, xamarin, roid, c#, xamarin, roid",software engineer
19090,"blockchain, blockchain, restful api",software engineer
19091,"software, python, sql, systems, scripts",software engineer
19092,"c#, azure, mongodb, ci, cd, .net, .net core, microservices, kubernetes, terraform, devops, git, cloud, iaas, integration, microsoft sql server, rdbms, software, continuous integration, computer science, microsoft windows azure, ado.net, linq, entity framework, html, css, dhtml, xml, wcf, rest, soap, oop, ood",software engineer
19097,"data, application development, python, artificial intelligence, ai, ml, degree, automation, ficial, bank, etl, workflow, build",software engineer
19099,"dynamics crm, erp",software engineer
19101,"c#, c++, windows, gui, robotics, linux",software engineer
19103,"software, development, windows, embedded, fda, gui, iso, application, soap",software engineer
19105,"c++, visual studio, windows, agile, git, vmware, jira , c++, visual studio, windows, agile, git, vmware, jira",software engineer
19106,"c#, c++",software engineer
19107,"c++, python, windows",software engineer
19108,"software, system, windows, api, excel, powerpoint, java, j2ee, xml, dom, pl, sql",software engineer
19109,"automotive, software, management, development, application, windows, linux, python, architecture, tcp, ip",software engineer
19110,"windows, java, linux",software engineer
19111,"c, c++, linux, windows, bluetooth, software development, embedded software, computer science",software engineer
19114,"software, test, development, java, python, xml, case, sql, soap, wsdl, user interface, html, xslt, windows, linux, oracle",software engineer
19115,"engineers, python, software, gui, windows, unix, solaris, system, artificial intelligence, development",software engineer
19116,"software, management, system, development, windows, database, oracle, mysql, sql, html, xml, soap, wsdl, javascript, apache, excel, powerpoint, security",software engineer
19117,"software, qa, application, python, web, sql, windows, linux, perl",software engineer
19118,"software, it, pc, windows, desktop, oop, web, micro, architecture, sql",software engineer
19119,"software, test, quality, system, xml, python, windows, gui, it",software engineer
19120,"software, windows, sql, uml, fda, aerospace, systems, scripts",software engineer
19121,"software, web, vb, javascript, html, xml, asp, windows, libraries, ado, database, sql, http, api, visual basic, .net, it",software engineer
19123,"software, sql, sdlc, oltp, java, windows, database, management, system, automotive",software engineer
19124,"software, python, java, javascript, web, development, linux, unix, windows, sql, risk management, iso",software engineer
19125,"software, sql, iis, windows, javascript, it",software engineer
19126,"software, next, development, applications, asp, .net, python, php, javascript, sql, development, qa, software, foundation, iis, windows, systems",software engineer
19127,"software, vb, .net, sql, visual basic, windows, it",software engineer
19128,"software, c, sql, desktop, windows, web, asp, .net, test",software engineer
19129,"software, windows, ood",software engineer
19130,"security, software, ssl, it, java, javascript, python, perl, unix, windows",software engineer
19131,"software, windows, linux, embedded, systems, desktop, firmware, aerospace",software engineer
19132,"software, development, architecture, java, python, linux, windows, it",software engineer
19133,"software, scientific, tcp, ip, linux, windows, java, python, perl, it",software engineer
19136,"software, interface, asp, .net, javascript, windows, sql, library, api, architect, it, erp",software engineer
19171,"python, javascript, api, soap, sql",software engineer
19172,"software, kronos, quality, java, development, management",software engineer
19173,"oop, leadership, distribution, supply chain, logistics, technology, .net, sql, oracle, agile, business acumen",software engineer
19177,"crm, software, unix, linux, java, c, python, system, tcp, ip, systems",software engineer
19178,"java, j2ee, .net, javascript, architect, management, healthcare",software engineer
19180,"java, aws, full stack",software engineer
19182,"javascript, js, react, react.js, reactjs, html, css, redux, restful api, api",software engineer
19184,"security, database, mysql, soap",software engineer
19185,"automotive, software, engineers, it, system",software engineer
19188,"c#, .net, angular, oop, soa, restful, javascript, sql, devops, python, aws, cloud, agile, orm, mvc, mvvm",software engineer
19189,"cross, functional, devops, qa, social media, software, team leadership, web services, code review, python, react, oop, ooa, soa, cd, cd",software engineer
19198,"data analysis, tableau, sql, python, data science",data scientist
19199,"analytics, data science, data analysis, oracle, python, javascript, google cloud",data scientist
19204,"software, sql, consult, systems, python",data scientist
19207,"software, business intelligence, python, java, environmental",software engineer
19208,"software, business intelligence, python, sql, environmental",software engineer
19211,"microsoft sql server, power bi, microsoft ssas, data lake, database administration, data analytics, microsoft certified professional",data scientist
19215,"analytics, apache spark, big data, business partnership, data science, embedded systems, infrastructure, innovation, mapreduce, mentorship, process improvement, python, solid, software, supervision, collaboration, communication",data scientist
19225,"analytical, development",data scientist
19256,"java, microservices, kafka, mongodb, react, node, mulesoft, mule",java developer
19282,"automotive, software, java, html, desktop, web, soap, javascript, api, xml, python, j2ee, mysql, linux",software engineer
19288,"consult, javascript, development, apache, software",software engineer
19312,"etl, health care, oracle, sql, sas, aws, azure, cognos",data scientist
19315,"automotive, software, engineers, web, python, html, user interface, java, javascript, sql, oracle, quality, management, test",software engineer
19316,"automotive, software, engineers, management, web, python, html, user interface, java, javascript, sql, oracle, quality, test",software engineer
19317,"software, java, architecture, web",software engineer
19336,"java, spring boot, api, microservices, soa",java developer
19358,"systems, software, engineers, security, java, linux, system, unix, artificial intelligence",software engineer
19359,"angularjs, adaptability, cloud, java, javascript, node.js, nosql, react.js, sql, ruby on rails, software development, software design",software engineer
19360,"software, development, applications, sdlc, java, hub",software engineer
19361,"angularjs, adaptability, cloud, sql, software development, software design, python, react.js, ruby on rails, software",software engineer
19362,"systems, software, rf, security, java",software engineer
19363,"adaptability, angularjs, cloud, infrastructure, nosql, javascript, node.js, react.js, ruby on rails, sql, software development, systems design",software engineer
19364,"software, java, engineers, sdlc, hub, it, library",software engineer
19365,"java, apache, sql, software, engineers, sdlc, it, library",software engineer
19366,"software, sql",software engineer
19367,"automotive, software, engineers, web, java, video",software engineer
19368,"automotive, software, management, ims, engineers, api, security, java, asp, web, database, oracle, sql, qa",software engineer
19369,"automotive, software, web, test, unix, sql, mysql",software engineer
19370,"automotive, software, test, performance, development, api",software engineer
19373,"software, web, java, javascript, html, ux, gis, development",software engineer
19374,"java, python, javascript, api, linux, software",software engineer
19385,"java, j2ee, pl, sql, oracle",java developer
19397,"systems, it, java, j2ee, web, jsp, jdbc, soap, sql",java developer
19398,"systems, java, j2ee, api, sql, oracle, management, web, xml, linux",java developer
19400,"it, java, software, bash, javascript, python, development",java developer
19401,"it, python, java, html, javascript, sql, bash, software, development",java developer
19402,"java, uml, html, soap, web, api, sql, content management, systems, software",software engineer
19403,"java, uml, html, sql, web, content management, systems, software",software engineer
19404,"java, uml, html, soap, web, api, sql, content management, system, software",software engineer
19408,"java, mssql",java developer
19409,"java, c, software, engineers, it, web, linux, windows, ux",software engineer
19411,"agile, architecture, best practices, javascript, microsoft windows azure, https, implementation, j2ee, java, pl, sql, software, sql, software development, postgresql, integration, product development",software engineer
19412,"java, restful, sql, software deployment, web design",java developer
19413,"java, j2ee, html, javascript, servlet, struts, web services, sql, xml, linux, apache, jms, jdbc",java developer
19415,"java, microservices, restful, software development, css, ajax, aws",java developer
19416,"java, gui, jsp, web, application, sql, mysql, javascript, xml, html, soap, unix, software",java developer
19417,"software, java, excel, powerpoint, security",java developer
19455,"sdlc, software, security, java",software engineer
19456,"java, sql, aws, python, management",software engineer
19457,"management, dod, management, dod, simulation",software engineer
19458,"c++, python, qt, tcp, ip, c++, python, qt, tcp, ip",software engineer
19459,"c#, management, ci, cd, cloud, javascript",software engineer
19461,".net, azure, aws, c#, ruby, rails",software engineer
19462,management,software engineer
19463,"unity, c#, ios, roid, swift, objective, c, java, unity, c#, ios, roid, swift, objective, c, java, kotlin",software engineer
19464,"agile, bash, ficial services, microsoft windows azure, kubernetes, jenkins, linux, integration, infrastructure, amazon web services, ansible, cloud",software engineer
19465,"react.js, react native, apis, react.js, react native, apis, leadership",software engineer
19466,"react, react native, apis, react, react native, apis, leadership",software engineer
19468,"saas, product development, aws, sql server, ruby on rails",software engineer
19471,"software, applications, sdlc, java, hub",software engineer
19473,"software, development, applications, java, sdlc, it, library, hub",software engineer
19476,"sdlc, it, library, hub",software engineer
19477,"cms, oop, middleware, xml, python, sdlc, linux",software engineer
19478,"automotive, web, java, javascript, oracle, plsql",software engineer
19479,"automotive, software, oracle, sql, micro, api, java",software engineer
19483,"automotive, software, development, oracle, it, middleware, web, soap, wsdl, xml, api, http, ssl",software engineer
19485,"apache, java, python, linux, network",software engineer
19488,"ruby on rails, rspec, mvc, aws, ruby, redis, amqp, rspec, mvc, aws, ruby, redis, amqp, postgresql",software engineer
19489,"ruby on rails, rspec, postgresql, mvc, redis, ruby, amqp, rspec, postgresql, mvc, redis, ruby, amqp, aws",software engineer
19490,"rspec, mvc, postgresql, amqp, ruby on rails, aws , rspec, mvc, postgresql, amqp, ruby on rails, aws",software engineer
19491,"ruby on rails, css3, postgres, sass, html5, css3, postgres, sass, html5, elasticsearch",software engineer
19493,"ruby on rails, ruby, rails, ruby, rails, react, react.js, reactjs, javascript, tx",software engineer
19495,"ruby on rails, product development, javascript, product development, javascript, saas",software engineer
19496,"rspec, mvc, oop, postgresql, redis, amqp, aws, mvc, oop, postgresql, redis, amqp, aws, ruby on rails",software engineer
19500,"ruby on rails, postgresql, sql, rspec, javascript, react, aws, azure, postgresql, sql, rspec, javascript, react, aws, azure",software engineer
19504,"ruby, rails, vue, react, aws, ruby, rails, vue, react, aws, postgres",software engineer
19511,"ruby on rails, postgres, heroku, rest, redis, postgres, heroku, rest, redis, vue",software engineer
19512,"angularjs, ruby on rails, mysql, redis, solr, css, html, javascript, angularjs, ruby on rails, mysql, redis, solr, css, html, javascript, typescript",software engineer
19513,"ruby, ruby on rails, javascript, linux, unix, rdbms, postgresql, mysql, redis, ruby on rails, javascript, linux, unix, rdbms, postgresql, mysql, redis",software engineer
19547,"software, javascript",software engineer
19548,"software, javascript, web, sql, oracle",software engineer
19549,"software, javascript, test, development",software engineer
19552,"software, html, javascript",software engineer
19555,"javascript, software, system, architecture, api",software engineer
19568,"java, javascript, struts, hibernate, rest, restful",java developer
19570,"java, javascript, hibernate, struts",java developer
19601,"software, java, javascript, sql, test, development",software engineer
